549,392,4,5,251,53,247,41,156,23,742,37,364,77,1.548476e-03,1.136971e+01,8.193758e+06,3.600501e+08,1.509890e+01,8.563010e+00,
330,679,8,2,386,79,986,12,908,58,816,5,966,87,4.856197e-05,-2.620097e+00,-1.000000e+01,-1.000000e+01,1.092560e+02,3.724360e+01,
487,333,2,9,933,93,493,73,884,69,394,60,810,33,1.998107e-03,3.745437e+01,2.174500e+06,8.718571e+08,-1.757010e+01,-1.214270e+01,
332,798,2,1,372,16,973,16,882,76,386,93,569,32,5.573569e-05,3.600470e+01,1.531474e+05,8.193759e+06,7.893750e+01,5.175030e+01,
582,241,4,6,523,9,516,44,444,20,591,64,162,30,5.067182e-04,1.400538e+01,8.980008e+05,5.265529e+06,3.302090e+01,7.481230e+00,
734,356,2,9,296,79,969,81,347,73,536,82,929,51,6.175115e-04,2.857979e+01,3.383769e+06,4.383833e+08,-2.035310e+01,-1.015360e+01,
784,864,5,5,149,53,392,5,331,31,208,14,100,82,6.934643e-06,-4.885429e+00,-1.000000e+01,-1.000000e+01,1.010820e+02,0.000000e+00,
930,439,4,4,725,42,446,94,457,43,721,85,980,99,3.434042e-05,9.442896e+00,1.531474e+05,3.708470e+05,1.057280e+02,2.312060e+01,
926,468,4,8,242,32,321,20,749,73,793,96,398,50,4.979476e-05,1.010541e+01,2.383152e+05,5.770800e+05,1.203680e+02,2.431280e+01,
793,630,3,4,585,78,625,88,555,82,111,17,376,1,1.962621e-04,2.601639e+01,1.397391e+06,1.984109e+07,6.282140e+01,2.797680e+01,
444,346,8,3,643,32,538,35,810,63,332,29,676,90,9.537694e-04,2.008815e+01,8.980008e+05,2.313778e+08,1.068400e+01,7.768320e+00,
838,646,1,5,890,12,446,26,719,54,814,19,618,73,1.928792e-05,-1.675007e+00,-1.000000e+01,-1.000000e+01,9.418990e+01,8.180740e+01,
286,473,8,5,649,94,492,10,881,17,795,39,279,66,5.777075e-04,1.894841e+01,8.980008e+05,7.476343e+07,6.246910e+01,0.000000e+00,
321,210,3,1,906,34,740,63,492,44,279,66,542,66,2.186171e-03,2.717529e+01,2.174500e+06,9.555189e+07,5.266510e+01,1.005880e+01,
357,513,2,3,656,18,115,25,153,63,539,89,563,51,1.012406e-03,1.755393e+01,5.265528e+06,2.313778e+08,1.944810e+01,1.091100e+01,
372,364,2,5,953,82,125,6,223,99,266,56,897,72,8.046093e-04,2.031415e+01,5.265528e+06,4.383833e+08,-8.932090e+02,1.254020e+02,
706,607,4,8,828,60,981,65,337,18,994,49,700,7,2.447986e-04,2.904643e+01,5.770790e+05,1.163404e+08,1.792620e+01,1.111110e+01,
571,615,8,3,617,64,326,87,382,93,873,15,849,51,8.313026e-04,1.362468e+01,2.174500e+06,8.193759e+06,2.166020e+01,1.014830e+01,
486,694,6,5,777,8,159,14,838,82,145,98,412,92,5.346483e-04,3.080992e+01,2.383152e+05,7.476343e+07,1.090210e+02,4.961390e+01,
672,871,7,9,181,20,990,16,707,21,340,9,188,75,8.595598e-06,2.338528e+00,6.324455e+04,3.338087e+04,1.153960e+02,3.939990e+01,
321,436,2,1,906,34,740,94,459,42,723,85,966,66,1.576671e-03,3.226260e+01,2.174500e+06,1.810388e+08,4.857690e+01,1.198070e+01,
930,209,3,4,725,42,469,62,489,45,276,65,420,99,4.466687e-05,3.466523e+00,2.383152e+05,1.957323e+05,1.034400e+02,3.566990e+01,
