869,392,1,7,431,33,427,2,156,63,562,37,544,38,2.008459e-05,-6.093484e+00,-1.000000e+01,-1.000000e+01,1.273010e+02,0.000000e+00,
330,679,8,2,926,79,986,51,728,58,996,84,966,47,3.155611e-04,3.883807e+01,2.383152e+05,7.476343e+07,4.811660e+01,1.375170e+01,
327,333,1,3,573,54,673,73,704,89,394,1,450,33,1.410150e-03,-5.882486e+00,-1.000000e+01,-1.000000e+01,0.000000e+00,6.957140e+01,
332,638,7,5,192,55,253,16,162,37,386,93,569,71,5.759476e-04,2.795758e+01,1.397391e+06,5.602787e+08,4.916440e+00,2.756410e+00,
582,241,6,6,523,68,156,24,264,20,951,64,702,50,1.486164e-03,2.595092e+01,2.174500e+06,4.383833e+08,4.113680e+00,3.529580e+00,
414,996,7,7,656,20,789,42,527,13,536,42,569,51,3.040919e-06,5.774540e+01,4.871764e+02,3.045816e+05,7.817780e+01,1.562300e+01,
624,704,5,3,509,53,752,25,691,50,208,34,460,82,1.961512e-04,2.579882e+01,3.708460e+05,8.193759e+06,5.564750e+01,3.626970e+01,
290,439,4,2,725,3,626,94,817,43,901,25,260,60,2.466061e-04,-4.051450e+00,-1.000000e+01,-1.000000e+01,1.365550e+02,3.466040e+01,
286,948,3,1,602,12,861,80,209,53,433,16,218,30,7.614071e-06,1.322559e+01,1.531474e+05,5.770800e+05,6.819520e+01,1.164670e+01,
793,310,7,4,405,78,625,88,375,82,471,57,376,60,3.980530e-04,1.428846e+01,1.397391e+06,8.193759e+06,1.651170e+02,2.330130e+00,
924,347,6,7,643,71,358,35,990,4,692,68,496,90,3.284479e-04,2.406985e+01,9.841624e+04,1.397392e+06,1.524960e+02,2.311530e+01,
998,486,1,2,350,12,446,85,359,35,994,98,438,33,4.232217e-05,1.035574e+01,9.841624e+04,3.045816e+05,9.391750e+01,5.300630e+01,
606,793,2,2,829,14,492,10,521,17,795,19,639,86,3.314552e-05,1.255706e+01,3.708460e+05,1.147697e+06,9.461440e+01,5.424050e+01,
641,210,5,5,366,54,381,83,132,24,819,86,722,6,1.180204e-03,2.088695e+01,3.383769e+06,2.817168e+08,1.264030e+01,1.171750e+01,
837,673,2,6,836,18,295,84,153,82,899,89,563,90,3.570030e-05,-1.751956e+00,-1.000000e+01,-1.000000e+01,3.140110e+01,1.139890e+01,
852,684,9,3,413,62,485,65,943,19,806,17,897,92,1.414640e-04,2.200458e+01,2.383152e+05,2.779135e+06,5.960900e+01,1.334860e+01,
226,927,9,1,648,21,621,65,877,38,993,89,340,66,2.913227e-05,5.500528e+01,4.453334e+03,1.785947e+06,7.969210e+01,1.794380e+01,
891,935,8,8,437,64,326,8,922,93,693,15,849,51,2.317193e-06,1.219436e+01,1.078512e+04,4.064328e+04,8.534290e+01,3.506430e+01,
646,534,3,5,418,47,159,93,658,23,685,98,952,72,1.540808e-03,1.926780e+01,3.383769e+06,1.163404e+08,-1.326940e+01,-7.335540e+00,
672,711,1,5,541,99,809,36,347,61,520,68,548,56,1.793482e-04,2.550199e+01,3.383769e+06,9.555189e+07,9.767250e+02,2.607610e+00,
641,938,2,1,358,54,381,83,208,23,819,88,712,33,1.996344e-05,1.953722e+01,3.708460e+05,2.779135e+06,-1.349140e+01,-1.818470e+00,
313,226,4,4,602,12,861,81,132,53,433,13,227,6,6.848399e-04,6.301387e+00,3.383769e+06,6.729644e+06,4.813230e+01,1.570230e+01,
670,793,2,2,829,99,823,35,537,14,513,71,639,87,1.944957e-04,6.007257e+01,4.064228e+04,3.945998e+07,1.111980e+02,2.378510e+01,
607,711,1,4,546,11,477,10,347,58,801,15,548,56,5.564316e-05,-3.142796e-01,-1.000000e+01,-1.000000e+01,1.125010e+02,2.259130e+01,
836,679,2,5,836,17,294,34,153,4,688,89,563,88,1.600271e-04,2.235947e+01,3.708460e+05,4.324649e+06,1.306650e+02,1.696630e+01,
924,344,6,7,643,71,358,75,990,81,897,67,496,90,4.635766e-05,4.424215e+00,1.531474e+05,1.531484e+05,1.349250e+02,2.943840e+01,
335,209,5,4,366,53,384,12,132,24,819,86,560,70,1.033161e-03,1.592455e+01,3.383769e+06,1.810388e+08,2.391570e+01,1.302590e+01,
637,619,7,4,192,55,249,86,161,37,386,92,730,6,1.064652e-03,-2.398701e+00,-1.000000e+01,-1.000000e+01,3.121700e+01,1.403860e+01,
874,684,2,2,413,11,485,65,524,19,805,17,897,92,2.369353e-05,5.629712e+00,3.708460e+05,4.739635e+05,9.472460e+01,2.918680e+01,
598,793,8,2,829,64,492,14,939,16,795,19,639,87,5.623306e-05,2.171950e+01,9.841624e+04,1.147697e+06,1.056990e+02,5.307700e+01,
996,481,1,2,359,71,451,85,402,36,995,98,466,33,2.614708e-05,1.090406e+01,3.708460e+05,8.980018e+05,8.680250e+01,3.276460e+01,
300,683,8,2,916,19,976,44,670,56,994,84,980,44,2.626502e-04,3.349629e+01,1.531474e+05,8.193759e+06,1.288070e+02,2.088460e+01,
624,734,5,3,509,53,752,25,691,50,235,34,460,82,1.480733e-04,2.512314e+01,3.708460e+05,6.729644e+06,8.845530e+01,3.977790e+01,
300,679,8,2,926,76,986,51,728,58,996,84,966,47,3.164561e-04,3.864491e+01,2.383152e+05,7.476343e+07,4.897700e+01,1.436370e+01,
852,684,8,3,414,53,747,23,943,17,792,17,897,92,7.036868e-05,1.804703e+01,1.531474e+05,1.147697e+06,1.426850e+02,2.062000e+01,
624,703,5,3,507,60,489,66,691,51,221,34,460,82,6.661150e-04,3.682221e+01,5.770790e+05,6.821740e+08,1.064660e+01,1.026940e+01,
234,927,8,1,648,68,157,19,871,38,993,89,416,65,2.586455e-05,5.700410e+01,4.453334e+03,2.174501e+06,7.506870e+01,1.478640e+01,
582,241,6,6,523,20,620,65,269,20,951,63,668,50,6.376394e-04,1.783694e+01,1.397391e+06,9.555189e+07,1.333760e+01,7.000860e+00,
414,996,7,7,656,20,815,42,527,10,536,42,569,51,3.116888e-06,6.090568e+01,3.127152e+02,3.045816e+05,7.855170e+01,1.588640e+01,
775,310,7,4,405,78,625,88,375,82,459,57,376,60,4.744146e-04,1.533704e+01,1.397391e+06,3.087499e+07,5.014390e+01,-5.044900e+02,
670,263,1,2,368,98,404,82,132,24,826,86,722,6,1.268072e-03,1.815124e+01,1.984109e+07,1.486896e+08,2.224400e+01,1.468150e+01,
640,745,5,4,826,53,799,35,537,14,505,71,639,87,3.345058e-04,5.342475e+01,4.064228e+04,3.600501e+08,1.585410e+01,9.844520e+00,
401,228,4,2,370,79,997,51,156,58,996,77,587,47,1.159241e-03,1.601848e+01,5.265528e+06,1.486896e+08,1.126830e+01,6.321140e+00,
335,664,7,4,983,52,384,11,704,22,819,86,933,69,3.367551e-04,3.949224e+01,1.531474e+05,1.810388e+08,1.185390e+01,8.905850e+00,
803,679,4,5,508,17,286,33,187,45,231,89,462,88,1.373202e-04,1.728066e+01,5.770790e+05,3.383770e+06,2.170530e+01,3.858870e+00,
612,704,2,3,834,48,759,25,691,4,630,34,560,82,5.157848e-04,6.104780e+01,4.064228e+04,4.383833e+08,4.905180e+01,1.371750e+01,
924,347,6,7,627,71,358,33,990,4,692,68,496,89,3.329375e-04,2.425052e+01,9.841624e+04,1.785947e+06,1.529950e+02,2.363340e+01,
624,704,5,3,486,47,752,25,691,46,222,34,468,87,2.016313e-04,2.562330e+01,3.708460e+05,8.193759e+06,5.525120e+01,3.449280e+01,
624,734,5,3,481,53,752,25,675,53,235,34,460,82,1.427618e-04,2.436178e+01,3.708460e+05,5.265529e+06,8.487790e+01,3.942310e+01,
330,679,8,2,926,79,989,51,728,58,995,84,966,47,3.147688e-04,3.881110e+01,2.383152e+05,7.476343e+07,4.822270e+01,1.379120e+01,
300,683,8,2,916,22,976,42,670,56,994,83,980,46,2.510626e-04,3.262471e+01,2.383152e+05,8.193759e+06,1.366880e+02,2.059220e+01,
300,679,8,2,925,72,986,51,681,57,996,84,966,44,3.121100e-04,3.913374e+01,2.383152e+05,7.476343e+07,5.177870e+01,1.402760e+01,
300,683,8,2,916,19,976,42,670,53,991,84,979,46,2.567814e-04,3.303416e+01,1.531474e+05,8.193759e+06,1.325970e+02,2.109010e+01,
300,679,8,2,926,75,986,51,727,56,998,77,966,41,3.092364e-04,4.039578e+01,1.531474e+05,7.476343e+07,5.499390e+01,1.565070e+01,
680,732,3,3,522,52,752,25,949,18,810,35,465,92,1.604971e-04,2.393888e+01,5.770790e+05,6.729644e+06,5.493760e+01,1.761860e+01,
852,685,8,3,413,62,485,66,684,49,230,17,891,81,1.377842e-04,2.425281e+01,2.383152e+05,4.324649e+06,7.946530e+01,1.573020e+01,
852,684,9,3,600,12,485,65,943,52,805,17,897,92,2.370674e-05,3.765179e+00,6.324455e+04,6.324555e+04,1.048320e+02,3.397890e+01,
313,226,4,3,414,61,861,81,132,19,433,13,227,6,1.933095e-03,2.353074e+01,5.265528e+06,1.061540e+09,4.265890e+01,1.648010e+01,
656,679,2,2,835,17,291,34,513,4,688,89,563,88,7.453315e-04,2.711822e+01,8.980008e+05,1.275042e+07,1.293890e+02,1.668350e+01,
849,793,2,4,840,99,821,36,176,14,541,70,658,87,9.132738e-05,2.759293e+01,5.770790e+05,1.047209e+07,7.156930e+01,1.518530e+01,
655,698,2,1,835,15,291,35,471,4,705,87,562,87,6.385473e-04,2.820012e+01,5.770790e+05,1.275042e+07,1.017070e+02,2.595300e+01,
624,661,5,3,571,48,752,21,691,45,222,33,468,87,2.270579e-04,2.435599e+01,5.770790e+05,8.193759e+06,5.675250e+01,3.442260e+01,
330,679,8,2,926,79,988,54,728,58,995,84,966,47,3.326407e-04,3.976470e+01,2.383152e+05,9.555189e+07,4.624930e+01,1.295300e+01,
300,679,8,2,926,75,991,55,741,58,995,84,966,47,3.401956e-04,4.016757e+01,1.531474e+05,1.163404e+08,4.691780e+01,1.383360e+01,
300,683,8,1,916,22,976,42,670,56,994,83,980,46,2.510626e-04,3.262471e+01,2.383152e+05,6.729644e+06,1.018730e+02,3.312200e+01,
680,732,2,3,522,55,752,25,949,18,810,35,465,92,1.610267e-04,2.401674e+01,8.980008e+05,1.047209e+07,5.419990e+01,1.756520e+01,
300,779,8,2,926,75,984,51,727,56,998,68,966,41,1.167935e-04,4.028049e+01,9.841624e+04,8.193759e+06,1.094530e+02,2.972740e+01,
641,702,4,3,509,53,752,24,679,55,208,35,460,80,1.815694e-04,2.497476e+01,5.770790e+05,1.047209e+07,5.584200e+01,3.710280e+01,
297,794,8,2,916,19,995,35,638,56,994,84,660,44,7.306457e-05,2.874089e+01,9.841624e+04,2.174501e+06,1.025170e+02,3.566420e+01,
851,681,1,4,840,99,821,42,196,14,541,69,977,87,1.482980e-04,2.728179e+01,1.397391e+06,3.087499e+07,3.115920e+01,9.732500e+00,
300,679,8,2,831,73,986,51,681,16,996,71,975,43,3.656797e-04,2.691461e+01,3.708460e+05,8.193759e+06,5.621930e+01,1.520280e+01,
670,799,2,2,922,99,823,35,537,54,505,83,559,83,9.596562e-05,2.908632e+01,5.770790e+05,1.275042e+07,1.059150e+02,3.241440e+01,
268,682,8,2,960,79,984,51,728,52,990,78,966,46,3.146080e-04,3.968713e+01,1.531474e+05,7.476343e+07,5.252760e+01,1.505910e+01,
300,679,8,2,923,19,840,42,670,53,995,84,979,46,3.026760e-04,3.458420e+01,1.531474e+05,1.047209e+07,1.380860e+02,2.060510e+01,
300,683,8,2,916,16,971,43,512,53,688,83,984,49,2.749662e-04,3.333652e+01,1.531474e+05,8.193759e+06,1.336450e+02,1.635370e+01,
627,679,2,2,874,18,291,34,670,4,988,89,553,84,7.506076e-04,2.538577e+01,8.980008e+05,1.275042e+07,1.256210e+02,1.047580e+01,
670,793,2,2,834,99,823,24,681,2,513,71,639,86,2.016667e-04,1.952856e+01,3.708460e+05,3.383770e+06,1.054100e+02,2.633330e+01,
612,704,2,3,828,48,759,35,542,13,630,33,543,82,2.795069e-04,2.776263e+01,8.980008e+05,2.535804e+07,3.476930e+01,1.192760e+01,
849,835,2,2,840,53,754,35,176,14,541,70,670,87,5.987274e-05,2.906334e+01,3.708460e+05,6.729644e+06,9.503420e+01,3.053080e+01,
624,732,5,4,481,98,818,25,675,53,235,33,467,81,1.340289e-04,2.431508e+01,3.708460e+05,6.729644e+06,5.399000e+01,3.250080e+01,
648,684,1,2,922,99,823,35,733,54,500,81,553,38,2.973158e-04,4.173083e+01,8.980008e+05,1.486896e+08,5.420450e+01,1.890670e+01,
231,796,8,2,960,78,984,51,531,52,988,78,970,89,9.731495e-05,2.762122e+01,1.531474e+05,3.383770e+06,1.187410e+02,2.469210e+01,
300,779,6,2,847,75,984,36,143,56,529,67,675,84,7.359209e-05,1.501759e+01,5.770790e+05,2.174501e+06,1.269980e+02,2.250950e+01,
849,793,2,3,919,97,821,50,749,14,996,70,948,43,9.636424e-05,4.114617e+01,1.531474e+05,1.629576e+07,8.622640e+01,2.268160e+01,
298,698,8,1,917,21,986,42,663,57,706,82,980,45,2.454778e-04,3.849521e+01,9.841624e+04,8.193759e+06,1.013820e+02,3.709480e+01,
656,682,1,1,851,15,263,35,477,2,943,87,562,83,6.884985e-04,2.141228e+01,1.397391e+06,1.275042e+07,9.050870e+01,2.625670e+01,
298,701,4,3,509,54,752,24,679,56,151,69,460,80,3.222831e-04,3.275096e+01,3.708460e+05,1.163404e+08,5.263310e+01,3.133270e+01,
642,679,8,2,926,73,986,51,795,54,998,35,966,37,2.075731e-04,3.080924e+01,2.383152e+05,8.193759e+06,1.031510e+02,2.584730e+01,
680,732,2,3,540,55,752,25,949,18,810,34,465,94,1.582219e-04,2.355356e+01,8.980008e+05,1.047209e+07,5.566080e+01,1.778260e+01,
288,779,8,2,926,75,999,51,727,56,998,68,966,41,1.153307e-04,3.992835e+01,9.841624e+04,8.193759e+06,1.092380e+02,2.973870e+01,
670,787,2,2,829,99,823,50,536,50,524,73,654,87,1.439765e-04,3.200316e+01,5.770790e+05,2.535804e+07,1.085500e+02,2.368500e+01,
268,687,8,2,960,79,984,33,716,15,973,78,979,46,2.909726e-04,3.609238e+01,1.531474e+05,1.275042e+07,8.654560e+01,1.677700e+01,
300,679,8,2,927,75,978,42,727,59,998,74,988,41,2.509094e-04,3.650282e+01,2.383152e+05,1.984109e+07,6.844910e+01,1.787990e+01,
300,679,8,2,923,19,847,49,670,53,995,84,979,46,3.464156e-04,3.714344e+01,1.531474e+05,1.275042e+07,1.412340e+02,1.990510e+01,
279,722,7,2,918,19,839,42,606,53,977,83,532,45,2.103989e-04,2.635475e+01,2.383152e+05,5.265529e+06,1.303570e+02,2.237410e+01,
698,840,2,2,922,99,823,35,537,54,465,83,936,83,5.866978e-05,3.763663e+01,1.531474e+05,1.275042e+07,8.572090e+01,4.499930e+01,
844,679,2,2,873,18,291,36,205,4,959,87,506,86,1.222755e-04,1.912141e+01,3.708460e+05,2.779135e+06,1.018090e+02,2.560440e+01,
631,841,2,4,811,99,870,33,640,14,566,70,659,84,9.215990e-05,6.163774e+01,1.678342e+04,1.984109e+07,1.139900e+02,2.306930e+01,
