709,392,2,1,791,93,787,22,156,43,202,37,904,58,2.761186e-04,2.084962e+01,3.383769e+06,3.087499e+07,1.337670e+02,1.789200e+01,
330,679,8,2,206,79,986,32,368,58,456,45,966,67,1.742977e-04,2.201203e+01,5.770790e+05,8.193759e+06,4.946330e+01,1.787340e+01,
807,333,6,2,753,73,133,73,344,30,394,80,630,33,4.528337e-04,3.260839e+01,3.708460e+05,1.810388e+08,2.403700e+01,9.637890e+00,
332,318,9,3,732,35,613,16,522,57,386,93,569,51,9.378779e-04,2.841897e+01,5.770790e+05,4.383833e+08,8.180160e+02,3.609910e+00,
582,241,1,6,523,88,336,83,804,20,771,64,882,89,3.702547e-03,4.026602e+01,5.265528e+06,1.061540e+09,-1.613800e+01,-9.557970e+00,
574,676,9,3,476,99,429,61,887,93,536,62,749,51,7.310574e-04,6.436824e+01,4.064228e+04,5.602787e+08,4.499150e+00,4.544990e+00,
304,384,5,9,329,53,572,65,511,90,208,73,280,82,3.192950e-03,2.528970e+01,3.383769e+06,1.651877e+09,-1.017630e+01,-1.806920e+00,
610,439,4,7,725,23,986,94,637,43,361,5,620,79,3.030420e-04,2.831378e+00,1.397391e+06,1.147697e+06,1.658970e+02,0.000000e+00,
606,308,8,4,422,71,141,99,929,14,613,56,758,90,4.275649e-03,1.998790e+01,2.174500e+06,4.383833e+08,-2.307290e+01,-8.999390e+00,
793,470,5,4,945,78,625,88,915,82,291,37,376,80,2.635203e-04,1.770643e+01,5.770790e+05,5.265529e+06,6.245000e+01,4.577290e+01,
284,346,2,5,643,51,898,35,450,83,512,49,136,90,8.493665e-04,2.169338e+00,8.193758e+06,4.324649e+06,1.339730e+02,0.000000e+00,
518,966,1,4,170,12,446,6,539,94,454,59,978,53,2.918707e-06,3.741237e+01,1.678342e+04,8.980018e+05,7.061420e+01,2.228710e+01,
446,633,1,3,289,54,492,10,701,17,795,79,459,26,3.391415e-04,4.353328e+01,8.980008e+05,2.313778e+08,2.823690e+01,1.304150e+01,
481,210,8,3,186,93,560,24,312,83,999,26,182,85,8.807219e-04,-7.121516e+00,-1.000000e+01,-1.000000e+01,0.000000e+00,0.000000e+00,
