789,392,6,4,161,14,607,12,156,3,382,86,274,48,7.142102e-04,2.518251e+01,3.708460e+05,1.275042e+07,4.205270e+01,1.414300e+01,
330,279,3,6,566,79,536,41,998,9,726,64,516,8,1.545056e-03,-3.462011e+01,-1.000000e+01,-1.000000e+01,0.000000e+00,3.548000e+01,
967,333,3,7,663,14,853,73,524,10,394,40,540,33,3.117323e-05,1.383941e+01,4.064228e+04,1.531484e+05,9.523180e+01,3.756430e+01,
732,478,3,9,462,95,883,65,342,47,386,93,119,61,6.587454e-04,1.724047e+01,2.174500e+06,1.486896e+08,-1.149530e+01,-6.677760e+00,
582,641,4,6,523,78,696,54,984,20,861,15,342,69,4.830500e-04,1.895949e+01,1.397391e+06,1.486896e+08,-2.203670e+00,6.382610e+02,
494,836,8,5,116,10,159,2,707,4,986,52,659,51,4.480334e-05,3.532812e+01,1.678342e+04,8.980018e+05,1.013550e+02,3.324240e+01,
864,944,9,6,869,53,662,94,151,70,208,54,820,82,1.502847e-05,4.514498e+01,1.078512e+04,1.397392e+06,8.687550e+01,4.263870e+01,
450,839,4,9,275,62,356,94,727,43,181,65,890,69,1.904227e-04,1.492158e+01,1.397391e+06,1.984109e+07,1.051250e+01,5.201130e+00,
846,228,5,7,962,42,501,40,119,83,523,36,488,60,5.068400e-05,-1.157829e+01,-1.000000e+01,-1.000000e+01,9.386680e+01,1.126810e+01,
393,390,1,4,675,78,625,38,195,82,831,47,376,21,8.760024e-04,1.566725e+01,1.275042e+07,1.810388e+08,7.148650e+00,3.313710e+00,
204,346,4,2,643,12,628,35,720,93,602,59,316,40,8.515564e-04,1.300852e+01,2.174500e+06,1.047209e+07,1.401650e+02,2.388000e+01,
758,326,6,3,260,12,896,95,899,64,724,29,708,43,1.715808e-04,1.405667e+01,5.770790e+05,2.779135e+06,9.252690e+01,7.668630e+00,
526,313,6,7,559,84,492,59,161,66,345,98,999,6,1.234534e-03,1.001359e+01,5.265528e+06,1.810388e+08,1.218730e+01,8.304020e+00,
